Signal_HU,Noise_HU,CNR_HU,Signal_Kedge,Noise_Kedge,CNR_Kedge
78.70744681,62.16088328,0.69748389,0.113191489,0.028454259,0.864541449
123.0357143,67.13746631,0.982462129,0.8565,0.291590296,1.684439923
107.5357143,62.26954178,0.871430221,0.715214286,0.24690027,1.360787937
88.1,52.80053908,0.700503628,0.411285714,0.121994609,1.618733103
NA,NA,NA,NA,NA,NA
