Signal_HU,Noise_HU,CNR_HU,Signal_Kedge,Noise_Kedge,CNR_Kedge
443.1617647,68.74561404,8.354709292,5.873529412,0.170438596,18.73639227
117.0222222,88.39583333,0.991839646,1.086666667,0.6546875,1.630800761
128.6666667,96.84375,0.952284572,0.901777778,0.560416667,1.190122192
94.51111111,84.22395833,0.528534059,0.599555556,0.457604167,0.851551509
79.48888889,68.05208333,0.729821918,0.390222222,0.288645833,0.762100429
