Signal_HU,Noise_HU,CNR_HU,Signal_Kedge,Noise_Kedge,CNR_Kedge
69.87654321,94.29184549,-0.631372902,0.078271605,0.426824034,-0.742802255
168.7671958,109.5640288,1.441710914,1.664550265,0.746302158,1.950666672
177.4814815,149.7553957,0.468605685,2.001746032,1.587395683,0.430988281
206.9444444,164.7841727,0.518512134,2.465820106,1.767683453,0.526583914
172.7566138,164.9352518,0.103927761,1.797248677,1.677266187,0.100516958
