Signal_HU,Noise_HU,CNR_HU,Signal_Kedge,Noise_Kedge,CNR_Kedge
106.7069243,7.360869565,0.463556396,0.602962963,0.267565217,0.753727569
117.8007519,9.386230059,0.500832076,0.724837093,0.262972292,1.395445742
117.1804511,-2.170445004,0.478939469,0.792406015,0.43138539,0.753345111
126.952381,14.26532326,0.442491526,1.065037594,0.696238455,0.454684457
129.4561404,18.68094039,0.409518656,1.107844612,0.859781696,0.21886475
