Signal_HU,Noise_HU,CNR_HU,Signal_Kedge,Noise_Kedge,CNR_Kedge
65.57333333,54.36054422,0.385322586,0.000266667,0.068911565,-0.621633223
77.1745283,69.14492754,0.199124226,0.073207547,0.240289855,-0.770375653
111.0141509,93.49565217,0.296080358,0.598679245,0.578376812,0.038081471
214.0754717,102.2028986,1.710345491,2.48745283,0.896057971,2.147531097
182.8679245,82.31884058,2.167601925,1.658018868,0.332463768,3.247396597
