Signal_HU,Noise_HU,CNR_HU,Signal_Kedge,Noise_Kedge,CNR_Kedge
47.6576087,51.36448598,-0.092269993,,,
120.5085714,109.965625,0.167093281,,,
236.1413043,126.4423676,1.549949057,,,
144.2445652,91.84423676,1.035029014,,,
163,85.61682243,1.370140935,,,
