Signal_HU,Noise_HU,Signal_std,CNR_HU,Signal_Kedge,Noise_Kedge,Kedge_std,CNR_Kedge
-90.63157894736842,-89.31111111111112,7.392816757649845,-0.1979887967687696,0.06421052631579054,0.07288888888889025,0.019005757984493433,-0.4187844416956928
-77.84210526315789,-54.31111111111111,23.10448386169307,-0.43159284839213724,0.11789473684210575,0.08755555555555622,0.05227245902288486,0.40849054459302264
-88.26315789473684,-49.08888888888889,20.05739686437573,-0.6974146358647832,0.01263157894736834,0.010222222222222004,0.016170833153407796,0.17532937215099925
-74.47368421052632,-38.86666666666667,24.055568172687238,-0.7740688504933838,0.1221052631578955,0.1346666666666667,0.04149558598826708,-0.13122821543400454
-79.84210526315789,-52.044444444444444,31.699681482535166,-0.5133146132002108,0.030526315789474154,0.027555555555555836,0.027042594902453684,0.07217848029528837
